event_id,device_id,event_type,event_value,event_ts,payload
e_25,d_855a153a,telemetry,see_payload,2024-01-27T16:21:36.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_26,d_cfa2693d,telemetry,see_payload,2024-01-30T20:23:55.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""AC105AB619-2""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 21.5, ""scale"": ""C""}}"
e_27,d_9f01e3d6,telemetry,see_payload,2024-01-02T00:03:47.000Z,"{""metadata"": {""oem_model"": ""door_sensor"", ""dsn"": ""ACAA46D461-F""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 1, ""echo"": false}}"
e_28,d_f4abcb9e,telemetry,see_payload,2024-01-03T01:12:27.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_29,d_c502af31,telemetry,see_payload,2024-01-16T15:14:20.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": false}, {""code"": ""countdown_1"", ""value"": 77}, {""code"": ""cur_current"", ""value"": 944}, {""code"": ""cur_power"", ""value"": 530}, {""code"": ""cur_voltage"", ""value"": 1183}]}"
e_30,d_49f73bce,telemetry,see_payload,2024-02-05T06:40:32.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": false}, {""code"": ""countdown_1"", ""value"": 55}, {""code"": ""cur_current"", ""value"": 665}, {""code"": ""cur_power"", ""value"": 40}, {""code"": ""cur_voltage"", ""value"": 1156}]}"
e_31,d_ef786bde,telemetry,see_payload,2024-01-23T00:40:00.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_32,d_2fd502d9,telemetry,see_payload,2024-02-01T08:51:25.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": false}, {""code"": ""bright_value"", ""value"": 940}, {""code"": ""temp_value"", ""value"": 596}]}"
e_33,d_0718f487,telemetry,see_payload,2024-01-19T09:11:11.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""ACD540BEA5-0""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 19.5, ""scale"": ""C""}}"
e_34,d_c8f293e7,telemetry,see_payload,2024-01-25T20:44:32.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": false}, {""code"": ""bright_value"", ""value"": 936}, {""code"": ""temp_value"", ""value"": 520}]}"
e_35,d_b1698ce8,telemetry,see_payload,2024-01-25T07:25:36.000Z,"{""metadata"": {""oem_model"": ""door_sensor"", ""dsn"": ""ACAF8CCC37-C""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 1, ""echo"": false}}"
e_36,d_75e0d4e0,telemetry,see_payload,2024-01-17T04:26:19.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_37,d_a92b6599,telemetry,see_payload,2024-01-18T22:09:28.000Z,"{""metadata"": {""oem_model"": ""window_sensor"", ""dsn"": ""ACBA9224F1-9""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 0, ""echo"": false}}"
e_38,d_147d7bc3,telemetry,see_payload,2024-01-22T12:09:32.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_39,d_e833ef99,telemetry,see_payload,2024-01-19T10:56:12.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": false}, {""code"": ""countdown_1"", ""value"": 31}, {""code"": ""cur_current"", ""value"": 740}, {""code"": ""cur_power"", ""value"": 2290}, {""code"": ""cur_voltage"", ""value"": 1205}]}"
e_40,d_83dadeb0,telemetry,see_payload,2024-01-19T09:20:49.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_41,d_ea332c0d,telemetry,see_payload,2024-01-28T22:29:43.000Z,"{""metadata"": {""oem_model"": ""door_sensor"", ""dsn"": ""ACBC8A99D7-5""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 1, ""echo"": false}}"
e_42,d_f4abcb9e,telemetry,see_payload,2024-01-04T21:38:41.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_43,d_a4351565,telemetry,see_payload,2024-01-31T21:34:08.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": false}, {""code"": ""bright_value"", ""value"": 720}, {""code"": ""temp_value"", ""value"": 175}]}"
e_44,d_cbdac266,telemetry,see_payload,2024-01-13T02:23:52.000Z,"{""metadata"": {""oem_model"": ""window_sensor"", ""dsn"": ""ACE35DFC9A-5""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 1, ""echo"": false}}"
e_45,d_dc429d8e,telemetry,see_payload,2024-01-17T04:07:39.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_46,d_ebfa72ec,telemetry,see_payload,2024-01-12T04:11:33.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_47,d_2feae81a,telemetry,see_payload,2024-01-01T01:38:43.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_48,d_f4abcb9e,telemetry,see_payload,2024-01-06T16:14:07.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_49,d_b9399280,telemetry,see_payload,2024-01-19T02:25:00.000Z,"{""metadata"": {""dsn"": ""ACAF73D19B-1""}, ""datapoint"": {""property"": ""connectivity"", ""value"": ""connected""}}"
e_50,d_4946cfff,telemetry,see_payload,2024-01-19T21:16:05.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_51,d_edfc8743,telemetry,see_payload,2024-01-13T14:56:57.000Z,"{""metadata"": {""oem_model"": ""window_sensor"", ""dsn"": ""AC088A72F2-4""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 0, ""echo"": false}}"
e_52,d_f98d0b2c,telemetry,see_payload,2024-01-07T11:59:37.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": true}, {""code"": ""bright_value"", ""value"": 236}, {""code"": ""temp_value"", ""value"": 264}]}"
e_53,d_14981c3b,telemetry,see_payload,2024-01-15T23:02:44.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""ACB8FDFF6F-1""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 20.0, ""scale"": ""C""}}"
e_54,d_e4f45dfc,telemetry,see_payload,2024-01-12T14:08:08.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_55,d_cbed980f,telemetry,see_payload,2024-01-24T04:27:10.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": true}, {""code"": ""bright_value"", ""value"": 71}, {""code"": ""temp_value"", ""value"": 490}]}"
e_56,d_f4abcb9e,telemetry,see_payload,2024-01-05T17:03:23.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_57,d_4f73700b,telemetry,see_payload,2024-01-22T18:05:41.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": true}, {""code"": ""bright_value"", ""value"": 610}, {""code"": ""temp_value"", ""value"": 670}]}"
e_58,d_75c94d95,telemetry,see_payload,2024-01-31T19:11:52.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": false}, {""code"": ""countdown_1"", ""value"": 33}, {""code"": ""cur_current"", ""value"": 1986}, {""code"": ""cur_power"", ""value"": 1030}, {""code"": ""cur_voltage"", ""value"": 1131}]}"
e_59,d_e3c88ca4,telemetry,see_payload,2024-01-22T22:24:56.000Z,"{""metadata"": {""dsn"": ""AC927448A4-8""}, ""datapoint"": {""property"": ""connectivity"", ""value"": ""connected""}}"
e_60,d_bb317df2,telemetry,see_payload,2024-01-14T19:16:54.000Z,"{""metadata"": {""oem_model"": ""door_sensor"", ""dsn"": ""AC68B28420-0""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 0, ""echo"": false}}"
e_61,d_b57e9ce0,telemetry,see_payload,2024-01-23T15:48:16.000Z,"{""metadata"": {""dsn"": ""ACCC38C72D-F""}, ""datapoint"": {""property"": ""connectivity"", ""value"": ""connected""}}"
e_62,d_5fd165a7,telemetry,see_payload,2024-01-13T23:51:49.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": false}, {""code"": ""bright_value"", ""value"": 42}, {""code"": ""temp_value"", ""value"": 932}]}"
e_63,d_c842f77d,telemetry,see_payload,2024-01-12T07:37:58.000Z,"{""metadata"": {""oem_model"": ""door_sensor"", ""dsn"": ""ACA112E414-B""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 0, ""echo"": false}}"
e_64,d_a14584a5,telemetry,see_payload,2024-01-20T01:48:07.000Z,"{""metadata"": {""oem_model"": ""window_sensor"", ""dsn"": ""AC4ED7026F-5""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 1, ""echo"": false}}"
e_65,d_e6c262f2,telemetry,see_payload,2024-01-11T08:08:55.000Z,"{""metadata"": {""oem_model"": ""door_sensor"", ""dsn"": ""ACFDB19EBD-4""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 0, ""echo"": false}}"
e_66,d_89f4bcc3,telemetry,see_payload,2024-01-14T20:41:45.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": true}, {""code"": ""countdown_1"", ""value"": 23}, {""code"": ""cur_current"", ""value"": 952}, {""code"": ""cur_power"", ""value"": 150}, {""code"": ""cur_voltage"", ""value"": 1138}]}"
e_67,d_233f2b18,telemetry,see_payload,2024-01-01T01:35:29.000Z,"{""metadata"": {""oem_model"": ""window_sensor"", ""dsn"": ""AC823E2EA9-C""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 0, ""echo"": false}}"
e_68,d_d1c88877,telemetry,see_payload,2024-01-12T08:04:13.000Z,"{""metadata"": {""oem_model"": ""window_sensor"", ""dsn"": ""AC95B4B7A9-6""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 0, ""echo"": false}}"
e_69,d_5535b73d,telemetry,see_payload,2024-01-06T15:07:16.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": false}, {""code"": ""countdown_1"", ""value"": 90}, {""code"": ""cur_current"", ""value"": 1682}, {""code"": ""cur_power"", ""value"": 2430}, {""code"": ""cur_voltage"", ""value"": 1201}]}"
e_70,d_c8f293e7,telemetry,see_payload,2024-01-19T02:19:19.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": false}, {""code"": ""bright_value"", ""value"": 39}, {""code"": ""temp_value"", ""value"": 241}]}"
e_71,d_f4abcb9e,telemetry,see_payload,2024-01-01T01:49:42.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_72,d_f4abcb9e,telemetry,see_payload,2024-01-06T10:49:38.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_73,d_f4abcb9e,telemetry,see_payload,2024-02-02T20:33:31.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_74,d_3bef79e1,telemetry,see_payload,2024-02-04T02:43:11.000Z,"{""metadata"": {""oem_model"": ""door_sensor"", ""dsn"": ""AC37C97810-6""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 1, ""echo"": false}}"
e_75,d_004a8445,telemetry,see_payload,2024-01-10T14:56:47.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_76,d_a5b64a85,telemetry,see_payload,2024-01-01T18:38:29.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": true}, {""code"": ""bright_value"", ""value"": 979}, {""code"": ""temp_value"", ""value"": 815}]}"
e_77,d_f4abcb9e,telemetry,see_payload,2024-01-02T04:43:49.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_78,d_137be31d,telemetry,see_payload,2024-01-17T14:01:46.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""AC75ADA7D5-2""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 22.0, ""scale"": ""C""}}"
e_79,d_42aab251,telemetry,see_payload,2024-02-03T16:44:05.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""AC5DA3C8C2-6""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 24.2, ""scale"": ""C""}}"
e_80,d_ee7af50f,telemetry,see_payload,2024-01-24T07:23:03.000Z,"{""metadata"": {""oem_model"": ""door_sensor"", ""dsn"": ""AC43007D2E-4""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 1, ""echo"": false}}"
e_81,d_f62d98d7,telemetry,see_payload,2024-02-03T21:02:45.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_82,d_be3e3a29,telemetry,see_payload,2024-01-10T09:01:19.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": false}, {""code"": ""countdown_1"", ""value"": 3}, {""code"": ""cur_current"", ""value"": 122}, {""code"": ""cur_power"", ""value"": 1430}, {""code"": ""cur_voltage"", ""value"": 1139}]}"
e_83,d_a4a8c9f2,telemetry,see_payload,2024-01-31T18:16:45.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""ACB803ED72-4""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 25.7, ""scale"": ""C""}}"
e_84,d_f09c9250,telemetry,see_payload,2024-01-26T21:50:33.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""AC5DAC72B7-F""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 18.3, ""scale"": ""C""}}"
e_85,d_f4abcb9e,telemetry,see_payload,2024-01-27T16:58:04.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_86,d_98adb6b5,telemetry,see_payload,2024-01-10T21:21:14.000Z,"{""metadata"": {""oem_model"": ""door_sensor"", ""dsn"": ""AC92AA59C3-9""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 0, ""echo"": false}}"
e_87,d_5e7c8a64,telemetry,see_payload,2024-01-12T10:48:12.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": false}, {""code"": ""countdown_1"", ""value"": 52}, {""code"": ""cur_current"", ""value"": 348}, {""code"": ""cur_power"", ""value"": 90}, {""code"": ""cur_voltage"", ""value"": 1176}]}"
e_88,d_f4abcb9e,telemetry,see_payload,2024-02-05T03:28:46.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_89,d_6adf5f39,telemetry,see_payload,2024-01-21T00:20:49.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": true}, {""code"": ""bright_value"", ""value"": 570}, {""code"": ""temp_value"", ""value"": 301}]}"
e_90,d_20e3a3aa,telemetry,see_payload,2024-01-17T03:09:51.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_91,d_84b2671b,telemetry,see_payload,2024-01-06T06:56:04.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_92,d_b5bc32e2,telemetry,see_payload,2024-01-10T13:01:07.000Z,"{""metadata"": {""dsn"": ""AC01F248FD-B""}, ""datapoint"": {""property"": ""connectivity"", ""value"": ""connected""}}"
e_93,d_7f6727b5,telemetry,see_payload,2024-01-21T00:02:26.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_94,d_baa69c58,telemetry,see_payload,2024-02-04T06:58:50.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_95,d_c6ddd73a,telemetry,see_payload,2024-02-07T17:51:16.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_96,d_f4abcb9e,telemetry,see_payload,2024-01-24T16:27:23.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_97,d_2400c252,telemetry,see_payload,2024-01-03T04:09:10.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""ACCA62A5B2-0""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 25.8, ""scale"": ""C""}}"
e_98,d_c502af31,telemetry,see_payload,2024-01-28T01:08:11.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": false}, {""code"": ""countdown_1"", ""value"": 44}, {""code"": ""cur_current"", ""value"": 995}, {""code"": ""cur_power"", ""value"": 140}, {""code"": ""cur_voltage"", ""value"": 1204}]}"
e_99,d_eb727fa3,telemetry,see_payload,2024-01-07T20:41:49.000Z,"{""metadata"": {""oem_model"": ""window_sensor"", ""dsn"": ""AC1EBB7454-E""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 0, ""echo"": false}}"
e_100,d_4f395d5e,telemetry,see_payload,2024-01-24T10:47:04.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""AC82AD5DF3-F""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 23.5, ""scale"": ""C""}}"
e_101,d_be3e3a29,telemetry,see_payload,2024-01-04T18:45:29.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": true}, {""code"": ""countdown_1"", ""value"": 63}, {""code"": ""cur_current"", ""value"": 88}, {""code"": ""cur_power"", ""value"": 460}, {""code"": ""cur_voltage"", ""value"": 1242}]}"
e_102,d_7c3617c0,telemetry,see_payload,2024-01-06T14:55:54.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""AC4B76C9AB-A""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 20.4, ""scale"": ""C""}}"
e_103,d_f4abcb9e,telemetry,see_payload,2024-01-02T05:44:43.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_104,d_d5d0f08b,telemetry,see_payload,2024-01-13T21:39:46.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": true}, {""code"": ""countdown_1"", ""value"": 63}, {""code"": ""cur_current"", ""value"": 177}, {""code"": ""cur_power"", ""value"": 750}, {""code"": ""cur_voltage"", ""value"": 1177}]}"
e_105,d_6033897e,telemetry,see_payload,2024-01-17T00:17:43.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_106,d_38210fc6,telemetry,see_payload,2024-01-02T19:14:49.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": true}, {""code"": ""countdown_1"", ""value"": 84}, {""code"": ""cur_current"", ""value"": 334}, {""code"": ""cur_power"", ""value"": 1630}, {""code"": ""cur_voltage"", ""value"": 1181}]}"
e_107,d_07ed2b70,telemetry,see_payload,2024-02-04T21:01:44.000Z,"{""metadata"": {""oem_model"": ""window_sensor"", ""dsn"": ""ACE688C2FD-3""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 0, ""echo"": false}}"
e_108,d_69fdfae3,telemetry,see_payload,2024-01-10T07:03:18.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": false}, {""code"": ""bright_value"", ""value"": 259}, {""code"": ""temp_value"", ""value"": 112}]}"
e_109,d_2feae81a,telemetry,see_payload,2024-01-21T07:53:32.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_110,d_9853578f,telemetry,see_payload,2024-01-23T21:21:10.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": false}, {""code"": ""bright_value"", ""value"": 576}, {""code"": ""temp_value"", ""value"": 558}]}"
e_111,d_f4abcb9e,telemetry,see_payload,2024-01-24T08:03:39.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_112,d_f4abcb9e,telemetry,see_payload,2024-01-17T00:03:55.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_113,d_cc33f9b9,telemetry,see_payload,2024-02-03T01:00:09.000Z,"{""status"": [{""code"": ""switch_1"", ""value"": false}, {""code"": ""countdown_1"", ""value"": 54}, {""code"": ""cur_current"", ""value"": 278}, {""code"": ""cur_power"", ""value"": 1520}, {""code"": ""cur_voltage"", ""value"": 1120}]}"
e_114,d_f4abcb9e,telemetry,see_payload,2024-01-03T11:49:52.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_115,d_502f0068,telemetry,see_payload,2024-01-26T02:06:43.000Z,"{""metadata"": {""oem_model"": ""window_sensor"", ""dsn"": ""AC8F9F4675-4""}, ""datapoint"": {""property"": ""contact_state"", ""value"": 1, ""echo"": false}}"
e_116,d_f4abcb9e,telemetry,see_payload,2024-01-16T20:19:11.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_117,d_921a2807,telemetry,see_payload,2024-01-15T14:09:39.000Z,"{""metadata"": {""dsn"": ""AC85520487-3""}, ""datapoint"": {""property"": ""connectivity"", ""value"": ""connected""}}"
e_118,d_4a6e5cc8,telemetry,see_payload,2024-01-02T21:03:52.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""ACF85790B3-0""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 25.8, ""scale"": ""C""}}"
e_119,d_a4351565,telemetry,see_payload,2024-01-17T03:04:16.000Z,"{""status"": [{""code"": ""switch_led"", ""value"": false}, {""code"": ""bright_value"", ""value"": 771}, {""code"": ""temp_value"", ""value"": 330}]}"
e_120,d_c5859fb6,telemetry,see_payload,2024-01-14T15:54:05.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_121,d_75e0d4e0,telemetry,see_payload,2024-01-06T19:55:27.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_122,d_cc60ee82,telemetry,see_payload,2024-01-03T21:58:47.000Z,"{""metadata"": {""dsn"": ""ACD89F1209-3""}, ""datapoint"": {""property"": ""connectivity"", ""value"": ""connected""}}"
e_123,d_e3c88ca4,telemetry,see_payload,2024-01-01T15:18:09.000Z,"{""metadata"": {""dsn"": ""AC7BE3BEF2-4""}, ""datapoint"": {""property"": ""connectivity"", ""value"": ""connected""}}"
e_124,d_f4abcb9e,telemetry,see_payload,2024-01-11T04:59:07.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_125,d_417e9e87,telemetry,see_payload,2024-01-23T18:14:53.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
e_126,d_51b9d0c0,telemetry,see_payload,2024-01-11T23:08:27.000Z,"{""metadata"": {""oem_model"": ""honeywell_t6"", ""dsn"": ""AC19B20A09-C""}, ""datapoint"": {""property"": ""local_temperature"", ""value"": 20.5, ""scale"": ""C""}}"
e_127,d_29241faa,telemetry,see_payload,2024-01-06T00:06:15.000Z,"{""metadata"": {""dsn"": ""ACB627A9DC-8""}, ""datapoint"": {""property"": ""connectivity"", ""value"": ""connected""}}"
e_128,d_f4abcb9e,telemetry,see_payload,2024-01-09T09:14:33.000Z,"{""status"": [{""code"": ""generic_state"", ""value"": ""online""}]}"
